STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
UTTAR PRADESH,GONDA,2008,49,53,27,0,27,54,44,10,43,39,10,12,0
UTTAR PRADESH,GORAKHPUR,2008,76,38,46,0,46,150,117,33,43,30,43,216,0
UTTAR PRADESH,HAMIRPUR,2008,23,8,9,0,9,21,19,2,13,13,5,10,0
UTTAR PRADESH,HARDOI,2008,71,53,42,0,42,64,60,4,50,67,30,68,0
UTTAR PRADESH,HATHRAS,2008,58,40,17,0,17,62,37,25,27,43,18,92,0
UTTAR PRADESH,J.P.NAGAR,2008,42,30,20,0,20,38,34,4,16,26,37,40,0
UTTAR PRADESH,JALAUN,2008,43,12,6,0,6,34,30,4,37,34,24,47,0
UTTAR PRADESH,JAUNPUR,2008,40,51,19,0,19,47,41,6,44,38,39,161,0
UTTAR PRADESH,JHANSI,2008,33,21,7,0,7,25,18,7,26,24,46,11,0
UTTAR PRADESH,KANNAUJ,2008,37,37,11,0,11,42,36,6,31,27,9,91,0
UTTAR PRADESH,KANPUR DEHAT,2008,50,35,26,0,26,67,56,11,31,64,24,185,0
UTTAR PRADESH,KANPUR NAGAR,2008,168,114,72,0,72,296,227,69,86,136,578,632,0
UTTAR PRADESH,KANSHIRAM NAGAR,2008,60,54,19,0,19,40,29,11,30,31,5,31,0
UTTAR PRADESH,KAUSHAMBI,2008,56,31,26,0,26,46,42,4,26,59,12,117,0
UTTAR PRADESH,KHIRI,2008,79,77,58,0,58,95,91,4,48,74,29,88,0
UTTAR PRADESH,KUSHI NAGAR,2008,22,10,6,0,6,15,14,1,14,8,6,24,0
UTTAR PRADESH,LALITPUR,2008,22,4,16,0,16,12,9,3,10,11,14,40,0
UTTAR PRADESH,LUCKNOW,2008,130,160,82,0,82,389,331,58,62,226,340,778,0
UTTAR PRADESH,MAHARAJGANJ,2008,24,4,17,0,17,26,26,0,14,12,14,37,0
UTTAR PRADESH,MAHOBA,2008,23,11,12,0,12,26,21,5,17,24,15,30,0
UTTAR PRADESH,MAINPURI,2008,100,98,9,0,9,88,65,23,38,20,9,40,0
UTTAR PRADESH,MATHURA,2008,95,123,24,0,24,76,62,14,31,64,65,222,0
UTTAR PRADESH,MAU,2008,27,38,19,0,19,50,44,6,12,29,44,74,0
UTTAR PRADESH,MEERUT,2008,166,160,50,0,50,178,123,55,37,73,165,326,0
UTTAR PRADESH,MIRZAPUR,2008,51,15,19,0,19,23,19,4,24,16,6,133,0
UTTAR PRADESH,MORADABAD,2008,126,118,75,0,75,179,163,16,38,117,114,139,0
UTTAR PRADESH,MUZAFFARNAGAR,2008,168,175,40,0,40,135,112,23,28,39,74,258,0
UTTAR PRADESH,PILIBHIT,2008,47,60,41,0,41,108,100,8,35,90,10,359,0
UTTAR PRADESH,PRATAPGARH,2008,48,64,33,0,33,92,83,9,32,52,18,155,0
UTTAR PRADESH,RAIBAREILLY,2008,63,47,38,0,38,60,51,9,33,43,44,90,0
UTTAR PRADESH,RAMPUR,2008,56,94,46,0,46,107,83,24,21,46,17,4,0
UTTAR PRADESH,SAHARANPUR,2008,56,73,8,0,8,31,25,6,23,23,66,153,0
UTTAR PRADESH,SANT KABIRNAGAR,2008,12,17,9,0,9,40,40,0,7,5,18,12,0
UTTAR PRADESH,SHAHJAHANPUR,2008,114,143,68,0,68,121,94,27,68,80,25,10,0
UTTAR PRADESH,SHRAWASTI,2008,20,13,6,0,6,16,15,1,6,13,2,4,0
UTTAR PRADESH,SIDHARTHNAGAR,2008,19,11,12,0,12,32,30,2,16,30,20,30,0
UTTAR PRADESH,SITAPUR,2008,82,69,53,0,53,138,129,9,77,47,21,110,0
UTTAR PRADESH,SONBHADRA,2008,39,10,26,0,26,30,24,6,20,38,37,30,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2008,19,20,2,0,2,11,9,2,11,2,6,16,0
UTTAR PRADESH,SULTANPUR,2008,54,82,25,0,25,54,49,5,12,26,19,43,0
UTTAR PRADESH,UNNAO,2008,58,61,36,0,36,78,69,9,52,50,26,61,0
UTTAR PRADESH,VARANASI,2008,58,37,12,0,12,59,38,21,36,14,98,183,0
UTTAR PRADESH,TOTAL,2008,4564,4233,1871,0,1871,5428,4439,989,2237,2955,3374,8312,0
UTTARAKHAND,ALMORA,2008,12,7,2,0,2,7,7,0,8,5,3,9,0
UTTARAKHAND,BAGESHWAR,2008,6,0,2,0,2,3,1,2,2,3,4,2,0
UTTARAKHAND,CHAMOLI,2008,1,2,2,0,2,6,1,5,1,3,0,3,0
UTTARAKHAND,CHAMPAWAT,2008,2,2,2,0,2,4,4,0,3,0,3,5,0
UTTARAKHAND,DEHRADUN,2008,42,51,20,0,20,65,65,0,9,24,128,85,0
UTTARAKHAND,HARIDWAR,2008,74,62,24,0,24,61,47,14,18,29,122,138,0
UTTARAKHAND,NAINITAL,2008,24,24,9,0,9,22,22,0,10,5,26,21,0
UTTARAKHAND,PAURI GARHWAL,2008,4,5,0,0,0,4,3,1,5,3,6,6,0
UTTARAKHAND,PITHORAGARH,2008,3,6,0,0,0,0,0,0,3,6,0,11,0
UTTARAKHAND,RUDRA PRAYAG,2008,0,0,0,0,0,0,0,0,0,0,2,0,0
UTTARAKHAND,TEHRI GARHWAL,2008,7,4,3,0,3,3,3,0,2,4,8,8,0
UTTARAKHAND,UDHAMSINGH NAGAR,2008,45,50,22,0,22,67,64,3,11,34,0,51,0
UTTARAKHAND,UTTARKASHI,2008,3,4,1,0,1,5,5,0,1,4,4,1,0
UTTARAKHAND,TOTAL,2008,223,217,87,0,87,247,222,25,73,120,306,340,0
WEST BENGAL,24 PARGANAS NORTH,2008,192,168,192,0,192,317,215,102,67,209,5,1946,0
WEST BENGAL,24 PARGANAS SOUTH,2008,239,35,308,0,308,280,275,5,53,192,0,2551,1
WEST BENGAL,ASANSOL,2008,40,13,20,0,20,18,12,6,9,20,0,166,0
WEST BENGAL,BANKURA,2008,54,37,46,0,46,21,18,3,20,45,1,170,0
WEST BENGAL,BIRBHUM,2008,96,24,58,0,58,46,27,19,26,67,0,289,0
WEST BENGAL,BURDWAN,2008,91,69,61,0,61,87,28,59,24,107,2,507,0
WEST BENGAL,COOCHBEHAR,2008,57,51,141,0,141,108,92,16,17,148,0,367,0
WEST BENGAL,DAKSHIN DINAJPUR,2008,33,109,47,0,47,50,36,14,8,78,0,206,0
WEST BENGAL,DARJEELING,2008,48,1,47,0,47,46,40,6,5,60,0,135,0
WEST BENGAL,HOOGHLY,2008,92,84,54,0,54,50,50,0,17,19,0,567,0
WEST BENGAL,HOWRAH,2008,82,11,46,0,46,105,89,16,20,63,0,595,0
WEST BENGAL,HOWRAH G.R.P.,2008,5,42,0,0,0,3,2,1,0,5,0,0,0
WEST BENGAL,JALPAIGURI,2008,126,134,334,0,334,299,239,60,18,376,0,1062,0
WEST BENGAL,KHARAGPUR G.R.P.,2008,7,0,0,0,0,0,0,0,0,1,0,0,0
WEST BENGAL,KOLKATA,2008,51,77,35,0,35,116,92,24,12,211,81,405,4
WEST BENGAL,MALDA,2008,78,129,130,0,130,92,57,35,12,83,0,401,0
WEST BENGAL,MURSHIDABAD,2008,134,237,308,0,308,194,165,29,34,184,3,1441,0
WEST BENGAL,NADIA,2008,102,345,178,0,178,216,204,12,46,296,2,1186,0
WEST BENGAL,PASCHIM MIDNAPUR,2008,98,40,56,0,56,57,57,0,20,58,0,582,0
WEST BENGAL,PURAB MIDNAPUR,2008,63,26,60,0,60,118,117,1,28,45,0,613,0
WEST BENGAL,PURULIA,2008,44,0,61,0,61,23,23,0,4,63,0,193,0
WEST BENGAL,SEALDAH G.R.P.,2008,10,2,2,0,2,6,3,3,0,1,0,0,0
WEST BENGAL,SILIGURI G.R.P.,2008,2,0,1,0,1,6,6,0,0,2,0,1,0
WEST BENGAL,UTTAR DINAJPUR,2008,67,98,78,0,78,74,60,14,11,63,0,280,0
WEST BENGAL,TOTAL,2008,1811,1732,2263,0,2263,2332,1907,425,451,2396,94,13663,5
A & N ISLANDS,ANDAMAN,2008,8,10,12,0,12,16,13,3,2,24,3,25,0
A & N ISLANDS,NICOBAR,2008,0,1,0,0,0,1,0,1,0,0,0,1,0
A & N ISLANDS,TOTAL,2008,8,11,12,0,12,17,13,4,2,24,3,26,0
CHANDIGARH,CHANDIGARH,2008,17,28,20,0,20,50,42,8,3,19,2,49,0
CHANDIGARH,TOTAL,2008,17,28,20,0,20,50,42,8,3,19,2,49,0
D & N HAVELI,D and N HAVELI,2008,9,2,6,0,6,17,11,6,0,4,0,4,0
D & N HAVELI,TOTAL,2008,9,2,6,0,6,17,11,6,0,4,0,4,0
DAMAN & DIU,DAMAN,2008,2,1,0,0,0,2,0,2,0,2,0,0,0
DAMAN & DIU,DIU,2008,0,1,0,0,0,2,1,1,0,0,1,5,0
DAMAN & DIU,TOTAL,2008,2,2,0,0,0,4,1,3,0,2,1,5,0
DELHI UT,CAW,2008,0,0,0,0,0,0,0,0,0,1,0,104,0
DELHI UT,CENTRAL,2008,34,33,30,0,30,84,61,23,6,38,12,81,0
DELHI UT,CRIME BRANCH,2008,1,1,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,DELHI UT TOTAL,2008,554,389,466,0,466,1567,1136,431,129,611,130,1387,0
DELHI UT,EAST,2008,49,51,73,0,73,191,125,66,21,93,14,184,0
DELHI UT,EOW,2008,0,0,0,0,0,0,0,0,0,0,2,0,0
DELHI UT,GRP(RLY),2008,6,0,0,0,0,6,5,1,1,1,0,1,0
DELHI UT,IGI AIRPORT,2008,1,1,0,0,0,1,0,1,0,2,0,0,0
DELHI UT,NEW DELHI,2008,9,3,3,0,3,19,14,5,1,18,3,9,0
DELHI UT,NORTH,2008,25,18,20,0,20,80,61,19,4,35,9,79,0
DELHI UT,NORTH-EAST,2008,92,50,32,0,32,210,169,41,17,77,23,172,0
DELHI UT,NORTH-WEST,2008,54,48,59,0,59,137,103,34,12,48,8,82,0
DELHI UT,OUTER,2008,77,53,59,0,59,355,252,103,21,48,5,162,0
DELHI UT,SOUTH,2008,37,18,37,0,37,70,51,19,8,52,16,76,0
DELHI UT,SOUTH-EAST,2008,66,37,61,0,61,182,123,59,15,82,25,156,0
DELHI UT,SOUTH-WEST,2008,57,36,38,0,38,87,66,21,9,39,7,109,0
DELHI UT,STF,2008,0,10,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,WEST,2008,46,30,54,0,54,145,106,39,14,77,6,172,0
LAKSHADWEEP,LAKSHADWEEP,2008,1,0,2,0,2,1,1,0,0,0,0,1,0
LAKSHADWEEP,TOTAL,2008,1,0,2,0,2,1,1,0,0,0,0,1,0
PUDUCHERRY,KARAIKAL,2008,5,6,1,0,1,2,1,1,0,25,4,2,0
PUDUCHERRY,PUDUCHERRY,2008,30,29,7,0,7,15,8,7,2,40,17,10,0
PUDUCHERRY,TOTAL,2008,35,35,8,0,8,17,9,8,2,65,21,12,0
ANDHRA PRADESH,ADILABAD,2009,85,39,67,0,67,73,56,17,13,192,163,428,0
ANDHRA PRADESH,ANANTAPUR,2009,140,78,22,0,22,68,60,8,14,157,13,143,0
ANDHRA PRADESH,CHITTOOR,2009,85,68,33,0,33,74,46,28,19,120,268,333,0
ANDHRA PRADESH,CUDDAPAH,2009,93,44,27,0,27,57,47,10,17,165,52,124,0
ANDHRA PRADESH,CYBERABAD,2009,186,84,82,0,82,168,113,55,46,173,155,991,0
ANDHRA PRADESH,EAST GODAVARI,2009,93,96,47,0,47,80,60,20,23,196,178,440,0
ANDHRA PRADESH,GUNTAKAL RLY.,2009,7,0,0,0,0,0,0,0,0,3,1,0,0
ANDHRA PRADESH,GUNTUR,2009,150,140,40,0,40,79,62,17,26,340,451,720,0
ANDHRA PRADESH,HYDERABAD CITY,2009,153,110,47,0,47,108,55,53,36,295,63,1363,0
ANDHRA PRADESH,KARIMNAGAR,2009,91,98,48,0,48,128,106,22,40,292,234,635,0
ANDHRA PRADESH,KHAMMAM,2009,118,69,98,0,98,108,96,12,18,205,152,519,0
ANDHRA PRADESH,KRISHNA,2009,72,104,43,0,43,49,35,14,14,297,130,402,0
ANDHRA PRADESH,KURNOOL,2009,103,170,31,0,31,83,73,10,17,398,365,239,0
ANDHRA PRADESH,MAHABOOBNAGAR,2009,158,68,74,0,74,103,101,2,24,215,75,299,0
ANDHRA PRADESH,MEDAK,2009,120,61,46,0,46,61,51,10,27,118,58,368,0
ANDHRA PRADESH,NALGONDA,2009,124,63,77,0,77,109,75,34,41,254,205,364,0
ANDHRA PRADESH,NELLORE,2009,66,82,32,0,32,50,48,2,3,287,128,305,0
ANDHRA PRADESH,NIZAMABAD,2009,106,55,27,0,27,46,41,5,19,79,75,518,0
ANDHRA PRADESH,PRAKASHAM,2009,78,91,27,0,27,66,44,22,14,197,51,248,0
ANDHRA PRADESH,RANGA REDDY,2009,63,27,26,0,26,29,20,9,20,44,25,108,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2009,9,1,0,0,0,0,0,0,0,3,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2009,31,2,21,0,21,20,20,0,6,67,44,211,0
ANDHRA PRADESH,VIJAYAWADA CITY,2009,34,54,23,0,23,63,53,10,17,177,198,433,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2009,3,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2009,47,36,14,0,14,18,7,11,8,57,56,167,0
ANDHRA PRADESH,VISAKHAPATNAM,2009,28,25,39,0,39,48,26,22,13,95,54,481,0
ANDHRA PRADESH,VIZIANAGARAM,2009,30,24,13,0,13,15,12,3,8,103,105,297,0
ANDHRA PRADESH,WARANGAL,2009,103,42,70,0,70,140,130,10,49,234,25,432,0
ANDHRA PRADESH,WEST GODAVARI,2009,73,124,114,0,114,115,89,26,14,384,196,729,0
ANDHRA PRADESH,TOTAL,2009,2449,1859,1188,0,1188,1958,1526,432,546,5147,3520,11297,0
ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2009,3,2,8,0,8,7,6,1,0,3,0,4,0
ARUNACHAL PRADESH,DIBANG VALLEY,2009,1,1,3,0,3,6,4,2,0,2,0,1,0
ARUNACHAL PRADESH,K/KUMEY,2009,6,4,5,0,5,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2009,5,0,3,0,3,5,3,2,0,1,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2009,3,5,1,0,1,0,0,0,0,5,0,1,0
ARUNACHAL PRADESH,LOHIT,2009,9,1,8,0,8,6,2,4,0,5,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2009,7,4,11,0,11,13,3,10,0,10,6,1,0
ARUNACHAL PRADESH,SIANG EAST,2009,3,2,9,0,9,10,3,7,0,6,0,1,0
ARUNACHAL PRADESH,SIANG UPPER,2009,0,0,2,0,2,1,0,1,0,1,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2009,11,3,5,0,5,5,4,1,0,6,0,4,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,1,3,2,0,2,4,1,3,0,8,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,4,3,1,0,1,1,1,0,0,5,0,1,0
ARUNACHAL PRADESH,TAWANG,2009,1,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,2009,5,3,1,0,1,4,1,3,0,6,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2009,0,2,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2009,59,33,59,0,59,62,28,34,0,58,6,13,0
ASSAM,BARPETA,2009,46,20,123,0,123,113,98,15,29,130,0,206,0
ASSAM,BASKA,2009,29,14,18,0,18,38,23,15,3,8,0,25,0
ASSAM,BONGAIGAON,2009,13,9,54,0,54,58,53,5,4,5,0,118,0
ASSAM,C.I.D.,2009,1,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2009,56,10,70,0,70,152,131,21,23,29,1,479,0
ASSAM,CHIRANG,2009,34,1,35,0,35,58,51,7,1,1,0,51,0
ASSAM,DARRANG,2009,29,8,80,0,80,99,96,3,7,139,0,236,0
ASSAM,DHEMAJI,2009,20,27,62,0,62,71,63,8,1,42,0,110,0
ASSAM,DHUBRI,2009,53,16,150,0,150,185,147,38,20,154,2,375,0
ASSAM,DIBRUGARH,2009,77,4,46,0,46,110,6,104,3,44,0,92,0
ASSAM,G.R.P.,2009,8,0,0,0,0,2,0,2,0,0,0,0,0
ASSAM,GOALPARA,2009,51,4,90,0,90,89,89,0,2,2,0,252,0
ASSAM,GOLAGHAT,2009,55,22,35,0,35,101,97,4,0,46,0,108,0
ASSAM,GUWAHATI CITY,2009,86,34,54,0,54,293,231,62,9,162,0,321,0
ASSAM,HAILAKANDI,2009,12,1,45,0,45,59,44,15,8,12,0,81,0
ASSAM,JORHAT,2009,26,4,36,0,36,54,40,14,1,53,0,116,0
ASSAM,KAMRUP,2009,43,20,57,0,57,121,108,13,3,35,0,108,0
ASSAM,KARBI ANGLONG,2009,40,13,17,0,17,21,14,7,0,9,0,23,0
ASSAM,KARIMGANJ,2009,34,10,26,0,26,39,36,3,12,9,0,106,1
ASSAM,KOKRAJHAR,2009,69,25,44,0,44,71,35,36,1,26,0,70,0
ASSAM,LAKHIMPUR,2009,31,20,54,0,54,123,97,26,3,42,0,187,0
ASSAM,MORIGAON,2009,26,10,88,0,88,77,69,8,3,60,0,98,0
ASSAM,N.C.HILLS,2009,73,12,3,0,3,16,6,10,0,4,0,3,0
ASSAM,NAGAON,2009,75,67,162,0,162,233,221,12,12,134,7,655,0
ASSAM,NALBARI,2009,23,22,31,0,31,58,48,10,6,76,0,73,0
ASSAM,R.P.O.,2009,4,0,7,0,7,1,0,1,0,0,0,0,0
ASSAM,SIBSAGAR,2009,68,24,71,0,71,120,0,120,4,52,0,149,0
ASSAM,SONITPUR,2009,109,20,89,0,89,174,169,5,11,38,0,246,0
ASSAM,TINSUKIA,2009,85,0,58,0,58,106,87,19,2,8,0,62,0
ASSAM,UDALGURI,2009,47,0,26,0,26,76,33,43,2,22,0,48,0
ASSAM,TOTAL,2009,1323,417,1631,0,1631,2718,2092,626,170,1342,10,4398,1
BIHAR,ARARIA,2009,50,21,28,0,28,56,50,6,21,4,0,18,0
BIHAR,ARWAL,2009,23,15,2,0,2,16,10,6,10,9,0,6,0
BIHAR,AURANGABAD,2009,67,6,19,0,19,54,53,1,37,16,0,46,0
BIHAR,BAGAHA,2009,38,41,8,0,8,46,34,12,14,44,0,13,0
BIHAR,BANKA,2009,78,53,31,0,31,54,45,9,19,4,1,24,0
BIHAR,BEGUSARAI,2009,109,237,12,0,12,79,39,40,46,10,0,47,2
BIHAR,BETTIAH,2009,65,16,22,0,22,82,76,6,37,3,0,38,0
BIHAR,BHABHUA,2009,56,27,4,0,4,38,25,13,19,0,0,16,0
BIHAR,BHAGALPUR,2009,73,8,28,0,28,57,44,13,15,2,0,47,0
BIHAR,BHOJPUR,2009,94,34,11,0,11,50,37,13,54,0,2,275,0
BIHAR,BUXAR,2009,53,37,14,0,14,64,45,19,26,17,0,50,0
BIHAR,DARBHANGA,2009,49,121,27,0,27,83,77,6,33,10,0,247,0
BIHAR,GAYA,2009,155,33,20,0,20,108,66,42,46,12,0,106,5
BIHAR,GOPALGANJ,2009,81,127,37,0,37,112,71,41,42,39,0,127,0
BIHAR,JAMALPUR RLY.,2009,6,2,1,0,1,3,0,3,0,2,0,0,0
BIHAR,JAMUI,2009,65,156,15,0,15,35,21,14,17,7,0,56,0
BIHAR,JEHANABAD,2009,48,10,8,0,8,40,9,31,43,11,0,42,0
BIHAR,KATIHAR,2009,89,19,120,0,120,130,41,89,17,5,0,55,0
BIHAR,KATIHAR RLY.,2009,9,0,1,0,1,2,0,2,0,2,0,0,0
BIHAR,KHAGARIA,2009,46,114,8,0,8,49,28,21,23,37,0,7,1
BIHAR,KISHANGANJ,2009,32,0,33,0,33,41,30,11,6,0,0,32,0
BIHAR,LAKHISARAI,2009,45,73,15,0,15,39,16,23,13,25,5,25,0
BIHAR,MADHEPURA,2009,45,10,11,0,11,50,28,22,19,4,0,11,0
BIHAR,MADHUBANI,2009,66,7,19,0,19,81,78,3,31,20,0,71,0
BIHAR,MOTIHARI,2009,127,253,31,0,31,156,117,39,49,6,0,41,0
BIHAR,MUNGER,2009,79,133,12,0,12,68,48,20,12,0,0,54,0
BIHAR,MUZAFFARPUR,2009,150,19,55,0,55,151,111,40,77,13,0,109,0
BIHAR,MUZAFFARPUR RLY.,2009,19,21,3,0,3,5,1,4,1,5,0,0,0
BIHAR,NALANDA,2009,114,301,33,0,33,99,67,32,74,88,0,33,0
BIHAR,NAUGACHIA,2009,32,63,6,0,6,36,31,5,9,56,0,13,0
BIHAR,NAWADAH,2009,60,27,14,0,14,64,34,30,21,6,1,60,0
BIHAR,PATNA,2009,314,104,46,0,46,351,167,184,95,21,0,341,0
BIHAR,PATNA RLY.,2009,21,6,0,0,0,17,7,10,3,17,0,0,0
BIHAR,PURNEA,2009,86,119,49,0,49,69,25,44,20,35,3,76,0
BIHAR,ROHTAS,2009,110,63,18,0,18,83,11,72,41,38,0,57,23
BIHAR,SAHARSA,2009,49,123,28,0,28,55,9,46,11,36,0,15,0
BIHAR,SAMASTIPUR,2009,109,211,26,0,26,130,27,103,68,21,0,64,0
BIHAR,SARAN,2009,112,175,11,0,11,91,73,18,57,20,0,132,0
BIHAR,SHEIKHPURA,2009,16,0,6,0,6,10,9,1,8,0,0,14,0
BIHAR,SHEOHAR,2009,20,17,4,0,4,25,16,9,7,6,0,12,0
BIHAR,SITAMARHI,2009,67,22,8,0,8,104,81,23,27,20,0,14,0
BIHAR,SIWAN,2009,82,50,14,0,14,89,72,17,42,6,0,25,0
BIHAR,SUPAUL,2009,36,138,26,0,26,42,29,13,12,21,0,30,0
BIHAR,VAISHALI,2009,107,56,45,0,45,208,128,80,73,28,0,83,0
BIHAR,TOTAL,2009,3152,3068,929,0,929,3222,1986,1236,1295,726,12,2532,31
CHHATTISGARH,BALRAMPUR,2009,41,18,43,0,43,10,10,0,2,40,26,0,0
CHHATTISGARH,BILASPUR,2009,96,52,59,0,59,45,32,13,30,175,17,131,0
CHHATTISGARH,BIZAPUR,2009,61,102,10,0,10,4,0,4,0,1,0,3,0
CHHATTISGARH,DANTEWARA,2009,60,76,14,0,14,10,5,5,0,14,0,5,0
CHHATTISGARH,DHAMTARI,2009,15,16,24,0,24,7,7,0,1,64,3,15,0
CHHATTISGARH,DURG,2009,87,45,109,0,109,19,17,2,8,223,20,124,0
CHHATTISGARH,GRP RAIPUR,2009,8,1,0,0,0,1,1,0,0,1,0,1,0
CHHATTISGARH,JAGDALPUR,2009,71,45,60,0,60,19,15,4,0,36,1,17,0
CHHATTISGARH,JANJGIR,2009,58,23,25,0,25,13,11,2,12,97,10,96,0
CHHATTISGARH,JASHPUR,2009,53,23,64,0,64,26,24,2,3,57,2,25,0
CHHATTISGARH,KABIRDHAM,2009,20,14,20,0,20,2,0,2,1,55,6,29,0
CHHATTISGARH,KANKER,2009,46,26,22,0,22,11,4,7,2,28,2,16,0
CHHATTISGARH,KORBA,2009,58,12,35,0,35,6,4,2,9,82,8,52,0
CHHATTISGARH,KORIYA,2009,29,15,70,0,70,8,8,0,4,83,11,58,0
CHHATTISGARH,MAHASAMUND,2009,15,13,28,0,28,6,4,2,8,60,4,17,0
CHHATTISGARH,NARAYANPUR,2009,17,51,1,0,1,0,0,0,1,4,0,0,0
CHHATTISGARH,RAIGARH,2009,82,24,43,0,43,18,18,0,9,73,4,36,0
CHHATTISGARH,RAIPUR,2009,101,94,145,0,145,42,35,7,26,260,32,120,0
CHHATTISGARH,RAJNANDGAON,2009,55,31,47,0,47,13,12,1,8,78,5,59,0
CHHATTISGARH,SARGUJA,2009,58,28,81,0,81,15,15,0,1,86,0,45,0
CHHATTISGARH,SURAJPUR,2009,52,23,76,0,76,11,7,4,3,81,1,44,0
CHHATTISGARH,TOTAL,2009,1083,732,976,0,976,286,229,57,128,1598,152,893,0
GOA,NORTH GOA,2009,33,9,31,0,31,17,10,7,1,17,5,12,0
GOA,SOUTH GOA,2009,20,15,16,0,16,16,12,4,2,20,5,9,0
GOA,TOTAL,2009,53,24,47,0,47,33,22,11,3,37,10,21,0
GUJARAT,AHMEDABAD COMMR.,2009,83,50,63,0,63,181,132,49,5,74,18,1169,0
GUJARAT,AHMEDABAD RURAL,2009,19,19,9,0,9,50,38,12,1,17,0,131,0
GUJARAT,AHWA-DANG,2009,5,1,3,0,3,0,0,0,0,2,0,4,0
GUJARAT,AMRELI,2009,27,8,8,0,8,52,50,2,1,21,4,131,0
GUJARAT,ANAND,2009,36,4,13,0,13,43,35,8,0,29,3,231,0
GUJARAT,BHARUCH,2009,26,19,18,0,18,28,25,3,0,22,3,113,0
GUJARAT,BHAVNAGAR,2009,41,24,9,0,9,71,64,7,0,41,42,157,0
GUJARAT,DAHOD,2009,33,36,10,0,10,40,40,0,0,22,0,50,0
GUJARAT,GANDHINAGAR,2009,28,8,7,0,7,30,28,2,0,10,3,174,0
GUJARAT,HIMATNAGAR,2009,34,15,15,0,15,36,35,1,0,23,0,208,0
GUJARAT,JAMNAGAR,2009,32,19,17,0,17,24,20,4,1,18,3,241,0
GUJARAT,JUNAGADH,2009,48,28,14,0,14,69,60,9,1,48,10,473,0
GUJARAT,KHEDA NORTH,2009,23,12,15,0,15,34,31,3,0,27,0,102,0
GUJARAT,KUTCH,2009,35,20,10,0,10,39,34,5,0,27,2,242,0
GUJARAT,MEHSANA,2009,29,21,10,0,10,55,50,5,0,23,1,154,0
GUJARAT,NARMADA,2009,13,3,6,0,6,3,3,0,0,6,0,10,0
GUJARAT,NAVSARI,2009,18,5,4,0,4,1,1,0,0,0,1,31,0
GUJARAT,PALANPUR,2009,38,16,26,0,26,89,87,2,0,55,1,217,0
GUJARAT,PANCHMAHAL,2009,35,16,15,0,15,52,51,1,0,27,3,147,0
GUJARAT,PATAN,2009,21,11,19,0,19,21,20,1,0,43,0,136,0
GUJARAT,PORBANDAR,2009,11,7,3,0,3,18,17,1,0,2,2,53,0
GUJARAT,RAJKOT COMMR.,2009,35,26,8,0,8,47,38,9,1,19,8,271,0
GUJARAT,RAJKOT RURAL,2009,41,28,28,0,28,57,52,5,5,32,3,279,0
GUJARAT,SURAT COMMR.,2009,101,15,28,0,28,119,74,45,9,34,2,351,0
GUJARAT,SURAT RURAL,2009,39,5,10,0,10,12,12,0,0,4,0,21,0
GUJARAT,SURENDRANAGAR,2009,40,10,18,0,18,58,54,4,0,39,3,120,0
GUJARAT,TAPI,2009,15,0,7,0,7,4,4,0,0,0,0,7,0
GUJARAT,VADODARA COMMR.,2009,24,25,6,0,6,33,28,5,0,17,0,178,0
GUJARAT,VADODARA RURAL,2009,52,14,23,0,23,69,66,3,0,35,0,75,0
GUJARAT,VALSAD,2009,22,2,10,0,10,12,12,0,0,5,0,27,0
GUJARAT,W.RLY,2009,16,1,1,0,1,1,1,0,0,5,2,3,0
GUJARAT,TOTAL,2009,1020,468,433,0,433,1348,1162,186,24,727,114,5506,0
HARYANA,AMBALA,2009,35,18,28,0,28,20,16,4,14,18,17,155,0
